C_MNTH,C_WDAY,C_HOUR,C_VEHS,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_TYPE,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,V_AGE
4,2,9,2,1,1,1,1,18,1,1,63,11,1,2,1,6
6,7,5,2,1,1,1,1,18,1,0,57,11,1,2,1,2
8,6,2,2,1,1,1,1,18,1,1,19,11,1,2,1,14
3,7,16,2,2,1,1,1,3,1,1,63,11,1,2,1,14
8,1,15,2,1,1,1,1,18,1,1,54,11,1,2,1,5
10,2,11,2,1,1,1,1,18,1,1,33,11,1,2,1,19
7,1,18,2,1,1,1,1,18,1,0,22,11,1,2,1,14
8,6,22,2,1,1,1,1,18,1,1,22,11,1,2,1,8
11,6,9,2,1,1,4,1,18,1,0,66,11,1,2,1,13
7,3,19,2,1,1,1,1,18,1,0,66,11,1,2,1,8
12,1,19,2,3,3,2,1,18,1,0,21,11,1,2,1,4
10,7,13,4,1,1,1,1,18,1,0,23,13,1,2,2,11
2,6,13,6,1,4,5,1,18,1,1,30,11,1,2,1,9
5,6,11,3,1,1,1,1,18,1,1,16,13,1,2,2,7
12,6,17,3,1,1,5,1,18,1,0,51,13,1,2,2,9
10,3,13,4,1,1,1,1,18,1,0,40,11,1,2,1,13
8,1,13,2,1,1,1,1,18,1,0,88,11,1,2,1,2
4,6,9,5,1,2,2,1,18,1,0,50,11,1,2,1,7
2,5,7,3,1,1,1,4,18,1,0,42,11,1,2,1,12
6,6,13,3,1,1,1,1,18,1,1,80,11,1,2,1,1
9,6,22,2,1,1,1,1,18,1,0,17,11,1,2,1,6
7,6,22,2,2,2,1,1,1,1,0,4,23,1,2,2,11
1,3,3,4,1,2,5,6,18,1,0,28,11,1,2,1,7
3,3,7,2,1,4,5,1,18,1,1,31,11,1,2,1,7
12,4,10,3,1,1,3,1,18,1,1,42,11,1,2,1,3
11,3,11,2,2,2,5,1,18,1,0,48,11,1,2,1,15
5,6,4,3,3,1,1,3,18,1,0,20,11,1,2,1,7
10,3,16,2,1,1,1,1,18,1,0,87,11,1,2,1,21
8,2,12,2,1,1,1,1,18,5,0,24,11,1,1,1,3
11,1,16,3,2,1,1,1,3,1,1,35,11,1,2,1,11
6,3,11,2,1,1,1,1,18,1,1,84,13,1,2,2,11
10,2,11,2,1,1,1,1,18,1,1,12,21,1,2,2,19
1,6,17,2,1,4,3,1,18,1,0,59,11,1,2,1,4
8,3,7,2,1,1,1,1,18,1,0,31,13,1,2,2,15
7,3,10,3,1,2,1,1,18,1,1,53,11,1,2,1,9
3,5,19,2,1,4,4,1,18,1,1,23,11,1,1,1,17
4,7,13,2,1,1,1,1,18,14,0,46,22,1,9,5,3
12,2,3,3,1,2,1,3,18,1,1,32,13,1,2,2,14
5,7,22,2,1,3,2,1,18,1,1,22,13,1,2,2,6
1,7,13,3,2,4,3,6,1,1,1,55,11,1,2,1,11
1,7,16,2,2,4,5,1,3,1,1,24,11,1,2,1,15
3,7,4,2,1,2,1,1,18,1,0,19,22,1,2,2,3
6,7,14,3,1,1,1,1,18,1,0,33,11,1,2,1,8
4,6,5,4,2,1,1,1,18,1,0,44,11,1,2,1,16
8,7,19,3,2,1,1,1,3,1,1,16,13,1,2,2,2
9,7,2,4,2,1,1,1,3,1,1,20,11,1,1,1,20
3,5,15,2,1,1,1,1,18,1,1,39,11,1,2,1,10
8,6,17,3,1,1,1,1,18,1,1,54,21,1,2,2,11
6,7,2,2,2,1,1,1,3,1,1,30,11,1,2,1,10
5,6,15,2,1,1,1,1,18,1,0,44,11,1,2,1,11
11,2,13,2,1,1,1,1,18,1,1,83,13,1,1,2,13
11,5,15,4,1,2,1,1,18,1,0,42,11,1,2,1,13
2,4,18,2,1,1,1,2,18,1,1,70,11,1,2,1,2
9,5,8,2,1,1,1,1,3,1,0,14,13,1,2,2,10
6,1,10,2,2,2,1,1,18,1,0,87,11,1,1,1,10
8,2,22,2,2,1,1,3,18,1,0,18,11,1,2,1,15
2,7,19,2,1,1,2,3,18,1,1,49,11,1,2,1,7
10,4,17,3,2,1,1,1,3,1,1,20,13,1,2,2,5
12,3,6,2,1,1,4,1,18,1,0,49,11,1,2,1,16
7,6,3,4,1,1,1,1,18,1,0,25,11,1,2,1,10
7,7,4,2,1,1,1,1,18,1,1,20,11,1,2,1,11
8,6,2,4,1,2,1,1,18,1,0,16,11,1,1,1,12
3,6,23,2,1,1,1,1,18,1,1,59,13,1,2,2,6
12,7,10,2,2,1,5,1,1,1,1,22,11,1,2,1,1
10,4,7,2,1,1,1,1,18,1,1,21,11,1,2,1,9
5,5,15,2,3,1,1,1,3,1,0,65,11,1,1,1,15
3,4,20,2,1,1,1,1,18,1,0,7,13,1,2,2,2
7,7,19,2,2,1,1,2,1,1,1,80,13,1,2,2,8
11,1,7,2,1,1,1,1,18,1,0,7,23,1,2,2,6
11,5,2,2,1,2,2,3,18,1,0,26,11,1,1,1,12
11,6,10,3,2,1,5,1,3,1,0,41,13,1,2,2,25
8,5,3,2,1,3,2,1,18,1,1,20,11,1,2,1,6
12,5,15,2,1,1,1,1,18,1,0,51,11,1,2,1,12
2,1,10,2,2,1,1,1,18,1,0,70,11,1,2,1,8
4,6,15,3,1,2,1,1,18,1,0,32,11,1,2,1,10
2,4,23,2,1,1,1,1,18,1,0,21,11,1,2,1,23
10,5,21,3,1,1,2,1,18,14,0,30,22,1,9,5,10
9,6,4,2,1,1,1,1,18,1,0,33,13,1,2,2,2
10,3,15,5,1,1,1,1,18,8,0,39,11,1,2,1,16
6,7,18,2,1,1,1,1,18,1,0,25,11,1,2,1,7
10,7,21,4,1,1,1,1,18,1,0,57,11,1,2,1,9
4,3,18,2,1,1,1,1,18,1,0,46,11,1,2,1,5
7,2,11,3,1,1,1,1,18,1,1,34,11,1,2,1,15
5,7,8,2,1,3,2,1,18,1,0,26,11,1,1,1,2
10,7,3,2,1,1,1,1,18,1,1,27,11,1,2,1,16
1,6,23,3,2,1,5,3,18,1,1,50,13,1,2,2,8
4,6,22,2,3,1,1,1,18,1,1,32,21,1,2,2,9
11,7,13,2,1,3,7,1,18,1,0,18,11,1,2,1,15
2,1,13,4,2,1,5,1,3,1,1,90,13,1,2,2,7
6,2,6,2,1,1,1,1,18,1,0,59,11,1,2,1,2
4,6,12,2,1,1,1,3,18,1,0,22,11,1,2,1,6
3,5,2,3,2,1,1,1,1,1,0,19,22,1,2,2,13
9,6,11,2,1,3,2,1,18,1,1,37,11,1,2,1,5
9,6,12,2,1,1,1,3,18,1,1,30,11,1,2,1,9
12,2,13,2,1,1,1,1,18,1,0,66,11,1,2,1,15
8,7,2,2,2,1,1,1,18,1,0,22,13,1,2,2,17
11,4,11,11,1,6,5,2,18,1,1,63,13,1,2,2,9
2,4,21,2,3,4,4,3,18,1,1,26,11,1,2,1,4
8,6,22,3,1,1,1,1,18,1,1,55,11,1,2,1,4
4,2,7,3,8,1,1,1,18,1,1,19,23,1,12,2,2
8,6,0,3,1,1,1,1,8,1,0,35,11,1,1,1,13
6,3,7,2,1,1,1,2,18,1,0,48,11,1,2,1,4
10,6,13,2,1,1,1,1,18,1,1,83,13,1,2,2,3
5,7,22,2,1,1,1,1,18,1,0,33,11,1,2,1,13
5,6,7,2,1,2,2,1,18,1,0,70,11,1,2,1,8
6,4,7,3,1,1,1,1,18,1,1,47,11,1,2,1,16
7,2,6,3,1,2,1,1,18,1,1,49,11,1,2,1,13
6,5,20,3,2,1,1,1,18,1,0,61,11,1,2,1,4
9,5,21,2,2,1,1,3,18,1,0,77,23,1,2,2,1
1,2,13,4,3,1,1,1,18,1,0,60,11,1,2,1,18
6,5,1,2,1,1,1,1,18,1,0,31,11,1,2,1,4
8,6,9,2,1,1,1,1,18,1,0,38,11,1,2,1,8
3,6,12,2,1,1,5,5,18,1,0,59,11,1,2,1,9
11,5,20,2,1,1,1,1,18,1,0,41,11,1,2,1,2
3,1,14,2,3,1,5,5,18,1,0,84,11,1,2,1,15
6,2,15,4,2,3,2,1,18,1,1,58,11,1,2,1,14
6,5,11,3,1,1,1,1,18,1,1,28,11,1,2,1,13
7,2,2,3,2,1,1,1,3,1,0,20,11,1,1,1,12
4,5,15,2,1,1,1,1,18,1,1,65,11,1,2,1,13
6,4,18,3,1,1,1,1,18,1,0,22,11,1,2,1,15
7,3,17,2,2,1,1,1,1,14,0,48,11,1,9,5,11
3,3,13,5,2,1,1,1,3,1,0,49,11,1,2,1,3
11,6,7,3,1,1,1,1,18,1,0,67,11,1,2,1,15
2,1,21,2,3,1,3,1,18,1,1,44,11,1,12,1,11
9,5,15,2,1,1,1,1,18,1,0,83,11,1,2,1,6
11,6,23,2,1,1,1,1,18,1,0,81,11,1,2,1,10
5,3,20,2,1,1,1,1,18,1,0,30,11,1,2,1,5
9,7,4,2,3,3,2,1,18,1,0,19,11,1,2,1,15
5,6,14,3,1,1,1,1,18,1,1,68,11,1,2,1,3
4,2,0,2,3,5,5,1,18,1,1,46,11,1,2,1,12
10,4,8,4,1,1,1,1,18,8,0,45,11,1,12,1,3
6,4,17,3,1,1,1,1,18,1,0,51,11,1,2,1,13
7,6,15,4,3,1,1,1,18,1,1,19,13,1,2,2,19
4,1,18,8,1,1,1,1,18,1,0,44,11,1,2,1,2
5,7,8,3,1,1,1,1,3,1,1,20,11,1,2,1,8
3,2,16,2,1,2,2,1,18,1,1,91,11,1,12,1,13
5,5,1,2,2,1,1,1,1,1,0,21,11,1,2,1,1
2,7,17,2,1,1,1,1,18,1,0,46,11,1,2,1,13
4,7,6,3,1,1,2,1,18,11,1,56,13,1,13,2,2
5,2,18,3,3,3,2,1,18,1,0,52,11,1,2,1,6
7,6,22,2,1,1,1,1,18,1,0,19,11,1,12,1,1
1,1,14,3,1,1,2,2,18,1,0,20,11,1,2,1,14
1,4,12,2,1,4,3,2,18,1,0,34,11,1,2,1,12
5,2,12,2,1,1,1,1,18,1,1,18,11,1,2,1,14
4,2,10,2,2,1,1,1,18,1,1,27,11,1,12,1,17
9,7,21,2,1,1,1,2,18,1,0,46,11,1,2,1,4
7,4,7,2,2,1,1,1,18,1,1,33,11,1,1,1,10
8,6,20,2,2,1,1,1,18,14,0,32,11,1,9,5,4
3,4,21,2,1,1,1,1,18,1,0,24,13,1,2,2,14
2,2,20,4,1,6,5,1,18,7,0,44,13,1,12,2,8
2,2,1,3,3,2,1,1,18,1,0,29,11,1,1,1,10
10,7,17,3,1,3,2,1,18,1,1,68,11,1,2,1,7
6,6,17,2,1,1,1,1,18,1,1,43,11,1,2,1,15
12,3,7,3,1,3,4,3,18,1,0,50,11,1,1,1,1
8,6,21,2,1,1,1,1,18,1,1,93,11,1,2,1,7
12,5,22,2,1,1,4,1,18,1,0,17,11,1,2,1,3
6,4,20,2,3,3,2,1,18,1,0,17,11,1,2,1,5
3,6,23,2,1,1,1,1,18,1,0,23,11,1,2,1,13
10,5,8,2,1,1,1,1,18,1,0,31,11,1,2,1,5
2,3,1,2,1,3,3,1,3,1,0,26,11,1,2,1,8
10,1,17,2,1,1,1,1,18,1,1,29,11,1,2,1,17
6,4,0,2,1,1,1,1,18,1,1,37,11,1,2,1,1
1,1,19,2,3,1,3,1,18,1,1,19,11,1,2,1,8
11,2,20,2,1,1,1,1,18,1,0,44,11,1,2,1,3
10,2,8,2,1,1,1,1,18,1,1,48,11,1,2,1,10
10,2,7,2,1,3,2,3,18,1,1,17,11,1,2,1,7
9,5,20,2,1,1,1,1,18,1,1,48,11,1,2,1,5
3,5,19,2,1,1,1,1,18,11,1,53,11,1,2,1,8
1,2,13,2,2,1,5,4,1,1,1,27,13,1,2,2,2
6,1,14,3,2,3,2,1,18,1,1,75,13,1,2,2,8
3,5,17,3,1,1,1,1,18,1,1,55,11,1,2,1,4
12,1,9,3,1,1,1,2,18,1,1,18,11,1,2,1,12
1,3,19,3,1,2,5,1,18,1,1,40,13,1,2,2,17
8,3,8,2,1,1,1,1,18,1,0,71,11,1,2,1,17
6,6,13,2,1,1,1,1,18,1,0,87,11,1,2,1,9
12,6,18,2,1,2,3,1,18,1,0,52,11,1,2,1,5
2,6,20,3,3,2,5,1,18,1,1,5,23,1,2,2,13
12,6,18,3,2,1,2,3,1,1,0,29,11,1,2,1,9
7,6,13,3,1,1,1,1,18,1,0,54,11,1,2,1,3
5,6,0,2,2,3,2,1,1,1,0,23,11,1,2,1,20
10,4,19,2,1,1,1,1,18,1,0,67,11,1,2,1,19
9,7,9,2,2,1,1,1,1,1,1,19,11,1,2,1,12
11,1,17,3,1,1,1,2,18,1,0,25,11,1,2,1,14
7,2,21,2,1,1,1,1,18,1,0,28,11,1,2,1,6
4,4,14,2,1,1,1,1,18,1,0,86,11,1,2,1,17
10,5,0,2,2,1,1,1,1,1,0,39,11,1,2,1,6
12,6,1,4,1,1,1,1,18,1,1,57,11,1,2,1,4
3,2,3,2,2,1,5,1,1,1,0,22,11,1,12,1,6
4,6,22,2,1,2,1,1,18,1,0,31,11,1,2,1,15
9,7,16,4,2,1,1,1,1,1,1,13,13,1,2,2,6
5,5,17,2,1,1,1,1,18,1,0,16,11,1,12,1,13
2,4,9,3,1,1,2,1,18,1,0,54,11,1,2,1,6
11,2,10,3,3,1,1,1,18,1,0,71,11,1,2,1,12
7,5,15,2,1,2,2,1,18,1,1,41,11,1,2,1,18
9,5,1,2,1,1,1,1,18,1,0,24,11,1,2,1,10
5,6,20,3,1,1,1,1,18,1,1,31,11,1,2,1,2
5,4,15,2,1,1,1,1,18,1,0,57,11,1,2,1,4
4,4,23,3,1,2,1,1,18,1,0,49,11,1,12,1,5
8,4,15,2,1,1,1,1,18,1,1,6,21,1,2,2,10
11,3,12,2,2,1,1,1,18,1,0,85,11,1,2,1,21
1,5,15,2,1,1,5,3,18,1,0,17,11,1,2,1,8
12,6,19,2,1,1,1,1,18,1,0,50,11,1,2,1,10
4,7,1,2,2,1,1,1,18,1,0,18,11,1,2,1,15
2,4,22,2,1,1,1,3,18,1,1,47,11,1,2,1,2
11,6,15,2,1,1,1,4,18,1,1,17,11,1,2,1,5
7,4,17,3,3,1,1,1,18,1,1,36,11,1,2,1,2
8,7,15,2,1,1,1,5,18,1,1,34,13,1,2,2,11
6,7,4,3,1,2,1,3,18,1,0,24,11,1,2,1,14
6,1,1,3,2,1,1,1,18,1,0,26,11,1,2,1,9
5,3,15,4,1,2,1,3,18,1,0,52,13,1,1,2,11
9,5,20,2,1,3,2,1,18,1,0,31,11,1,2,1,17
10,6,17,2,1,1,1,1,18,1,1,7,23,1,2,2,2
6,3,23,2,1,1,1,1,18,1,0,18,11,1,2,1,4
10,4,19,2,2,1,1,1,18,1,0,22,11,1,2,1,19
7,5,6,2,1,1,1,1,18,1,0,26,11,1,2,1,12
6,7,21,4,3,1,1,1,18,1,0,29,11,1,2,1,1
6,7,10,3,2,1,1,1,1,1,1,22,11,1,2,1,14
5,6,20,3,1,1,1,1,18,1,0,2,23,1,2,2,2
5,5,10,2,1,7,1,1,18,1,1,56,11,1,2,1,12
7,1,0,3,1,1,1,1,18,1,1,70,11,1,2,1,15
11,7,23,2,2,1,1,1,18,1,1,47,11,1,2,1,17
4,1,7,3,2,1,1,1,18,1,1,18,11,1,2,1,13
4,1,12,2,2,1,1,1,18,1,0,24,13,1,2,2,4
8,6,2,3,1,1,1,1,18,1,0,28,11,1,12,1,6
9,7,4,2,1,1,1,1,18,1,0,21,11,1,2,1,19
12,7,20,2,1,1,5,3,18,1,0,37,11,1,2,1,12
9,3,0,2,2,1,1,3,18,1,0,22,11,1,12,1,14
3,6,3,3,1,3,2,1,18,1,1,22,13,1,2,2,9
9,7,3,5,1,1,1,1,18,1,1,20,13,1,1,2,8
8,7,2,2,1,1,1,1,18,1,0,22,22,1,1,2,4
2,2,20,3,1,1,5,1,18,1,0,53,13,1,2,2,16
11,7,20,2,1,1,1,1,18,1,0,28,11,1,2,1,9
5,1,13,5,1,1,1,1,18,1,0,72,11,1,2,1,3
2,4,9,2,1,1,4,3,18,1,1,40,11,1,2,1,16
8,4,8,2,1,1,1,1,18,1,0,24,11,1,2,1,9
11,5,15,2,1,2,1,1,1,7,0,24,13,1,1,2,7
8,7,13,3,1,1,1,1,18,1,1,71,11,1,2,1,16
9,7,12,3,1,2,1,1,18,1,1,66,13,1,2,2,52
8,6,2,4,1,2,1,1,18,1,0,15,23,1,1,2,12
5,4,20,3,1,1,1,1,18,1,0,39,11,1,2,1,4
10,5,18,2,3,1,1,1,18,1,0,38,13,1,1,2,9
4,5,2,2,1,1,1,1,18,1,0,31,11,1,2,1,4
2,1,15,2,1,1,1,1,18,9,0,5,96,1,2,2,4
7,4,11,2,1,1,1,1,18,1,1,72,11,1,2,1,11
2,6,5,2,1,4,3,2,18,1,0,64,11,1,2,1,12
10,2,12,2,1,1,1,1,18,17,1,55,11,1,9,4,1
2,1,15,2,1,1,1,1,18,1,1,39,11,1,2,1,12
7,6,4,5,1,1,1,1,18,1,0,35,11,1,2,1,14
1,2,8,2,1,1,5,3,18,1,1,33,11,1,2,1,7
9,5,13,3,1,1,1,5,18,1,0,18,11,1,2,1,13
3,2,18,3,1,1,1,1,18,1,1,13,13,1,2,2,9
11,7,18,2,1,1,1,1,18,1,0,30,11,1,2,1,4
8,6,17,2,1,1,1,2,18,1,0,65,11,1,2,1,9
6,1,8,2,2,1,1,1,18,1,0,22,11,1,2,1,18
11,7,22,2,1,1,1,1,18,1,0,20,11,1,2,1,3
8,1,6,2,1,1,1,3,18,1,0,46,11,1,2,1,8
1,5,19,2,1,3,2,1,18,1,1,71,11,1,1,1,8
7,3,14,2,1,1,1,1,18,14,0,34,11,1,9,5,3
5,4,23,2,1,2,1,1,18,1,0,31,13,1,2,2,15
12,1,11,2,1,1,3,1,18,1,0,60,11,1,2,1,11
7,2,15,2,1,1,1,1,18,1,0,50,11,1,2,1,11
9,2,11,2,1,1,1,2,18,1,0,20,11,1,2,1,1
4,3,15,3,1,2,2,1,18,1,1,31,11,1,2,1,5
8,4,0,2,1,1,1,1,18,1,1,28,11,1,2,1,12
7,5,6,3,1,1,1,1,18,1,0,19,13,1,2,2,17
12,6,14,4,2,1,5,1,18,1,1,20,13,1,2,2,8
10,7,14,2,1,3,2,1,18,1,1,27,11,1,1,1,8
8,2,16,2,1,1,1,1,18,14,0,15,11,1,9,5,12
3,6,12,2,1,1,1,1,18,1,0,22,11,1,2,1,14
6,6,14,3,1,1,1,1,18,1,0,51,11,1,2,1,4
8,2,8,3,1,1,1,1,18,1,0,22,11,1,2,1,15
5,6,13,2,1,2,1,1,18,1,0,78,11,1,2,1,8
6,2,16,2,2,1,1,1,3,14,0,20,11,1,13,5,10
11,4,15,2,1,1,2,1,18,1,1,61,11,1,2,1,9
12,7,18,3,1,1,1,1,18,1,1,65,11,1,2,1,15
4,7,19,2,2,1,1,1,18,1,0,64,11,1,2,1,5
1,4,13,4,2,1,1,1,18,1,1,63,11,1,2,1,5
3,1,7,2,1,1,1,1,18,1,1,22,11,1,2,1,5
8,7,7,2,2,1,1,1,13,1,1,32,11,1,2,1,4
10,1,14,2,1,1,1,1,18,14,0,70,11,1,9,5,16
4,1,8,3,2,2,5,1,4,1,1,58,11,1,2,1,7
10,6,0,4,1,2,2,1,18,1,1,19,11,1,2,1,6
5,5,8,2,2,1,1,1,18,1,0,49,11,1,2,1,12
5,5,16,2,1,1,1,1,18,1,0,18,11,1,2,1,20
7,5,7,2,1,1,1,1,18,1,0,45,11,1,2,1,11
9,2,14,3,1,3,2,1,18,1,1,17,11,1,2,1,18
12,2,13,2,1,4,3,1,18,1,1,32,21,1,2,2,1
2,4,12,2,1,6,4,1,18,1,0,86,11,1,2,1,7
1,4,17,2,2,4,5,3,3,1,1,12,31,1,2,2,10
6,6,19,2,2,1,1,1,18,1,0,39,11,1,2,1,1
11,7,5,7,1,1,2,1,18,1,0,21,11,1,2,1,13
8,1,0,2,1,1,1,1,18,1,0,53,11,1,12,1,11
11,4,17,2,1,1,1,1,18,1,1,70,11,1,2,1,11
7,5,21,2,1,1,1,1,18,1,0,23,11,1,2,1,17
6,6,18,2,1,1,1,1,18,1,0,58,13,1,2,2,10
1,7,13,2,1,1,5,1,18,1,0,25,11,1,2,1,10
1,3,7,2,1,1,1,1,18,1,1,53,13,1,2,2,10
11,5,20,2,1,1,1,1,18,1,1,51,11,1,2,1,12
5,5,16,2,1,1,1,1,18,1,0,66,11,1,2,1,7
2,4,15,2,1,1,1,1,18,1,1,1,23,1,2,2,12
11,2,20,2,1,1,1,1,18,1,0,53,11,1,2,1,16
1,7,21,2,1,1,5,1,18,1,0,45,13,1,2,2,3
10,7,4,3,1,3,2,3,18,1,0,20,11,1,2,1,9
1,2,19,2,1,2,1,1,18,1,0,18,11,1,2,1,17
9,2,23,2,1,6,2,1,18,1,0,25,11,1,2,1,14
7,7,1,6,1,1,1,1,18,1,0,38,11,1,2,1,2
6,1,23,3,1,1,1,1,18,1,0,27,11,1,2,1,9
8,7,8,3,1,1,2,1,18,1,0,25,11,1,2,1,19
6,6,14,2,2,3,2,1,18,1,0,24,11,1,2,1,7
6,3,14,3,1,1,1,1,18,1,1,83,11,1,2,1,7
11,7,7,2,1,1,2,1,18,1,1,30,11,1,2,1,1
4,5,17,2,2,1,1,1,1,1,0,48,13,1,2,2,2
4,5,11,2,1,2,1,1,18,7,0,32,96,1,13,2,9
1,4,15,2,2,1,5,1,1,1,0,30,22,1,2,2,5
12,7,0,2,1,4,3,1,18,1,0,47,11,1,2,1,2
7,1,6,3,1,1,1,1,18,1,1,32,13,1,2,2,6
11,2,16,2,1,1,1,1,18,1,0,67,11,1,2,1,12
8,5,13,2,2,1,1,1,18,1,1,70,11,1,2,1,2
3,6,2,2,1,2,2,1,18,1,1,20,11,1,2,1,12
1,1,9,3,2,2,5,1,3,1,1,26,11,1,2,1,3
9,4,2,2,1,2,1,1,18,1,0,57,11,1,2,1,1
12,4,17,2,1,3,2,1,18,1,1,38,11,1,2,1,6
8,5,18,2,2,3,2,1,18,1,0,11,23,1,2,2,7
11,2,13,3,1,1,1,1,18,1,0,56,11,1,2,1,14
10,3,7,2,1,1,1,3,18,1,1,33,11,1,2,1,2
9,5,12,4,2,1,1,1,18,1,0,24,13,1,2,2,19
10,2,6,2,2,6,2,1,1,1,1,70,13,1,2,2,4
11,1,13,2,1,6,1,2,18,1,0,64,11,1,2,1,31
3,7,4,2,1,1,1,1,18,1,0,54,11,1,2,1,19
12,5,6,2,1,3,2,1,18,1,0,28,11,1,2,1,7
8,7,21,2,1,1,1,2,18,1,0,33,11,1,2,1,5
12,7,23,2,1,1,5,1,18,1,1,35,11,1,2,1,6
11,3,18,4,1,1,1,1,18,1,1,68,11,1,2,1,3
1,7,14,2,1,3,2,1,18,1,1,26,11,1,2,1,3
12,2,11,2,1,1,1,1,18,1,0,83,11,1,1,1,13
9,6,19,2,1,1,1,1,18,1,1,83,13,1,2,2,7
10,2,20,2,2,1,1,1,3,1,1,65,11,1,2,1,13
12,5,12,2,1,1,1,1,18,1,1,35,11,1,2,1,2
10,3,10,4,1,2,1,1,18,1,0,88,11,1,12,1,5
4,5,16,2,3,1,1,1,18,1,1,62,11,1,2,1,3
4,6,6,2,1,4,3,1,18,1,1,33,21,1,2,2,13
9,5,19,2,1,1,1,1,18,1,1,72,11,1,2,1,17
6,4,12,2,1,1,1,1,18,1,1,17,21,1,2,2,16
2,1,16,4,1,1,1,1,1,1,0,34,11,1,2,1,12
8,6,23,2,1,3,2,1,18,1,0,30,11,1,2,1,14
3,2,18,2,1,1,1,1,18,1,0,43,11,1,2,1,7
12,2,16,2,2,2,1,1,18,1,0,81,11,1,2,1,18
8,4,7,2,1,2,2,1,18,1,1,50,11,1,2,1,2
2,1,1,2,1,1,5,1,18,1,1,20,11,1,2,1,13
5,3,21,2,1,1,1,1,3,14,0,47,11,1,9,5,19
7,1,12,2,1,1,1,1,18,1,0,26,11,1,2,1,1
3,5,7,2,1,1,1,1,18,1,1,68,11,1,2,1,16
10,7,4,3,1,3,2,1,18,1,0,19,11,1,2,1,18
11,4,3,3,1,3,2,1,18,1,0,22,11,1,2,1,12
8,3,2,2,2,1,1,2,1,5,0,26,32,1,13,2,5
7,2,16,3,1,1,1,1,18,1,1,34,11,1,2,1,4
1,5,14,3,1,2,3,1,18,1,1,19,11,1,2,1,16
8,4,11,2,1,1,1,2,18,1,1,76,11,1,2,1,2
1,6,16,2,1,1,1,1,18,1,1,47,11,1,2,1,11
6,6,3,3,2,1,1,2,1,1,0,19,11,1,2,1,11
1,3,0,2,3,4,3,1,18,1,0,30,11,1,2,1,22
6,4,0,3,1,3,2,1,18,8,0,64,11,1,2,1,3
6,6,18,3,2,3,2,1,18,1,1,25,11,1,12,1,14
7,2,14,3,1,1,1,3,18,1,1,71,11,1,2,1,4
6,4,21,2,1,1,1,1,18,1,1,61,11,1,2,1,1
10,7,6,4,1,1,1,1,18,1,1,17,13,1,2,2,3
3,6,6,2,1,4,3,2,18,1,0,41,11,1,2,1,3
1,5,18,2,3,7,3,1,18,1,1,58,11,1,2,1,9
7,5,22,3,3,1,1,1,18,14,0,23,11,1,9,5,12
10,3,12,2,2,1,1,1,3,1,1,34,13,1,1,2,3
1,4,12,2,2,1,5,1,18,1,1,51,11,1,2,1,15
3,1,16,2,1,2,2,1,18,1,0,70,11,1,2,1,4
7,7,17,2,3,1,1,3,18,1,1,8,21,1,2,2,5
10,3,6,2,1,1,1,1,18,1,0,61,11,1,1,1,1
5,2,17,2,2,1,1,1,2,1,1,6,13,1,2,2,8
11,1,0,2,1,1,1,1,18,1,1,28,12,1,1,2,9
8,2,16,2,1,1,6,1,18,1,1,59,11,1,2,1,30
9,1,17,3,2,1,1,1,3,1,1,42,11,1,2,1,12
6,3,23,2,1,1,1,1,18,1,1,40,11,1,2,1,7
8,2,3,3,1,1,1,1,18,1,0,29,11,1,12,1,14
12,4,13,2,1,1,5,1,18,1,0,28,11,1,2,1,7
8,1,10,2,1,3,2,1,18,1,1,31,11,1,2,1,8
12,2,21,2,1,1,1,1,18,1,1,31,11,1,2,1,7
10,3,10,7,1,2,1,1,18,1,0,49,11,1,2,1,14
5,4,5,2,1,1,1,1,18,1,0,18,11,1,2,1,17
7,3,19,2,1,1,1,1,18,1,0,28,11,1,2,1,6
8,6,21,2,1,1,1,1,18,1,1,18,11,1,2,1,11
9,7,2,4,2,1,1,1,3,1,1,20,13,1,1,2,20
8,2,14,2,1,1,1,1,18,1,0,14,22,1,1,2,22
10,5,14,3,1,1,1,3,18,1,0,78,11,1,2,1,6
10,3,19,2,1,1,1,1,18,1,1,49,11,1,2,1,9
6,1,10,2,2,2,1,1,18,1,1,5,23,1,2,2,5
11,2,23,2,2,1,1,1,1,1,0,32,11,1,2,1,16
3,2,17,2,1,1,1,1,18,1,0,19,11,1,2,1,4
12,4,1,6,2,1,1,1,1,1,0,20,13,1,2,2,11
11,1,12,2,1,1,1,3,18,1,1,66,13,1,2,2,1
9,6,16,4,2,1,1,1,1,7,0,43,12,1,2,2,20
2,3,23,3,2,1,2,1,3,1,1,21,13,1,1,2,5
11,6,10,3,2,1,5,1,3,1,0,72,11,1,2,1,10
9,2,8,3,1,2,1,1,18,1,0,48,11,1,1,1,3
10,1,14,2,1,1,1,1,18,1,1,16,13,1,2,2,2
6,5,19,3,1,1,1,1,18,1,1,47,11,1,2,1,4
11,4,15,2,1,4,5,1,18,1,1,6,13,1,2,2,2
11,1,10,3,1,2,1,1,8,1,0,60,11,1,1,1,5
5,7,5,2,3,1,2,2,18,1,0,30,13,1,2,2,11
12,1,17,3,1,3,2,1,18,1,1,37,13,1,1,2,8
2,1,4,2,1,1,1,1,18,1,0,26,11,1,2,1,5
11,3,10,3,1,2,1,1,18,1,0,45,11,1,2,1,8
